ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008,FIELD-0009,FIELD-0010,FIELD-0011,FIELD-0012,FIELD-0013
LK-3242170,710,67,12,2,499,111,13,0,1,0,0,0,0,5
LK-3242175,325,59,4,4,163,84,11,0,0,0,0,0,0,0
LK-3242180,287,0,0,0,173,110,1,0,0,0,1,0,0,2
LK-3242185,555,1,1,0,473,74,3,0,1,0,0,0,0,2
LK-3242190,537,4,0,0,439,93,0,0,0,0,0,0,0,1
LK-3242195,474,5,1,0,422,45,0,0,1,0,0,0,0,0
LK-3242200,412,2,2,0,401,4,3,0,0,0,0,0,0,0
LK-3242205,863,4,1,3,810,37,5,3,0,0,0,0,0,0
LK-3242210,482,4,0,0,396,74,3,3,2,0,0,0,0,0
LK-3242215,449,4,0,0,163,270,10,0,0,0,0,0,0,2
LK-3242220,583,19,2,0,479,80,1,2,0,0,0,0,0,0
LK-3242225,277,49,5,3,157,53,10,0,0,0,0,0,0,0
LK-3242230,520,10,3,0,399,101,7,0,0,0,0,0,0,0
LK-3242235,634,9,1,0,500,107,8,4,0,0,0,0,0,5
LK-3242240,494,5,0,0,468,16,3,0,0,0,0,0,0,2
LK-3242245,485,2,0,0,448,32,2,1,0,0,0,0,0,0
LK-3242250,252,1,0,0,197,50,2,0,0,0,0,0,0,2
LK-3242255,567,0,0,0,479,82,5,1,0,0,0,0,0,0
LK-3242260,689,3,0,0,635,47,4,0,0,0,0,0,0,0
LK-3242265,210,1,0,0,195,12,1,0,0,0,0,0,0,1
LK-3242270,274,0,0,0,259,6,0,0,1,0,0,0,0,8
LK-3242275,402,1,0,0,337,56,5,2,0,0,0,0,0,1
LK-3242280,189,0,0,0,182,7,0,0,0,0,0,0,0,0
LK-3242285,268,2,0,0,247,19,0,0,0,0,0,0,0,0
LK-3242290,297,2,0,0,273,22,0,0,0,0,0,0,0,0
LK-3242295,396,15,3,1,305,61,10,1,0,0,0,0,0,0
LK-3242300,591,29,1,3,440,106,9,0,0,0,0,0,0,3
LK-3242305,387,35,5,2,258,81,5,0,1,0,0,0,0,0
LK-3242310,255,39,4,5,175,27,5,0,0,0,0,0,0,0
LK-3242315,212,32,7,0,99,70,3,0,0,0,0,0,0,1
LK-3242320,242,18,0,2,173,43,2,0,0,0,0,0,0,4
LK-3242325,377,4,0,0,352,14,5,0,0,0,0,0,0,2
LK-3242330,242,0,0,0,236,3,2,1,0,0,0,0,0,0
LK-3245,11836,2469,544,215,5598,2495,233,154,51,0,11,1,4,61
LK-3245005,370,321,34,1,3,1,0,0,9,0,0,0,0,1
LK-3245010,216,170,22,4,5,1,0,4,0,0,9,0,0,1
LK-3245015,289,153,38,34,1,0,0,62,1,0,0,0,0,0
LK-3245020,157,92,9,6,0,1,4,44,1,0,0,0,0,0
LK-3245025,358,182,93,72,0,0,0,10,0,0,0,1,0,0
LK-3245030,449,310,54,15,27,20,3,2,16,0,0,0,1,1
LK-3245035,235,177,49,2,0,0,0,0,7,0,0,0,0,0
LK-3245040,184,13,18,2,115,32,0,0,2,0,2,0,0,0
LK-3245045,246,163,52,26,1,0,0,0,4,0,0,0,0,0
LK-3245050,121,68,42,9,0,0,0,0,2,0,0,0,0,0
LK-3245055,119,81,4,5,5,11,3,0,0,0,0,0,0,10
LK-3245060,256,93,32,3,122,4,2,0,0,0,0,0,0,0
LK-3245065,192,90,13,4,50,34,1,0,0,0,0,0,0,0
LK-3245070,300,80,13,4,119,76,7,0,1,0,0,0,0,0
LK-3245075,227,40,5,0,148,23,11,0,0,0,0,0,0,0
LK-3245080,353,6,3,2,172,157,12,0,0,0,0,0,0,1
LK-3245085,180,9,2,1,120,42,6,0,0,0,0,0,0,0
LK-3245090,209,6,1,0,118,72,2,10,0,0,0,0,0,0
LK-3245095,334,6,1,2,281,41,2,0,0,0,0,0,0,1
LK-3245100,237,30,7,0,133,59,5,0,0,0,0,0,0,3
LK-3245105,432,44,8,3,266,103,4,0,2,0,0,0,0,2
LK-3245110,244,18,1,6,134,71,13,0,1,0,0,0,0,0
LK-3245115,236,32,0,0,155,39,10,0,0,0,0,0,0,0
LK-3245120,331,39,11,1,212,62,6,0,0,0,0,0,0,0
LK-3245125,966,71,8,6,519,305,48,5,0,0,0,0,0,4
LK-3245130,306,5,2,0,158,132,0,0,0,0,0,0,0,9
LK-3245135,316,11,0,0,186,101,3,0,0,0,0,0,0,15
LK-3245140,232,0,0,0,96,123,13,0,0,0,0,0,0,0
LK-3245145,257,3,1,0,131,120,2,0,0,0,0,0,0,0
LK-3245150,494,15,1,0,375,91,12,0,0,0,0,0,0,0
LK-3245155,619,40,4,2,394,164,12,0,3,0,0,0,0,0
LK-3245160,238,3,3,0,106,115,11,0,0,0,0,0,0,0
LK-3245165,353,52,1,0,276,7,4,11,2,0,0,0,0,0
LK-3245170,141,0,0,0,117,21,3,0,0,0,0,0,0,0
LK-3245175,251,10,1,2,191,42,2,0,0,0,0,0,0,3
LK-3245180,343,19,3,2,175,126,15,0,0,0,0,0,3,0
LK-3245185,285,0,0,0,201,75,1,6,0,0,0,0,0,2
LK-3245190,107,0,0,0,79,28,0,0,0,0,0,0,0,0
LK-3245195,198,1,1,0,143,42,11,0,0,0,0,0,0,0
LK-3245200,220,2,1,0,90,119,2,0,0,0,0,0,0,6
LK-3245205,235,14,6,1,174,35,3,0,0,0,0,0,0,2
LK-3248,13484,2236,764,181,6031,3379,416,327,80,0,0,2,1,67
LK-3248005,129,59,14,5,0,2,0,49,0,0,0,0,0,0
LK-3248010,204,81,71,8,2,2,0,8,32,0,0,0,0,0
LK-3248015,215,53,63,16,39,44,0,0,0,0,0,0,0,0
LK-3248020,212,138,22,9,7,3,1,32,0,0,0,0,0,0
LK-3248025,164,86,16,11,1,0,0,50,0,0,0,0,0,0
LK-3248030,287,216,53,15,1,0,0,2,0,0,0,0,0,0
LK-3248035,216,131,25,0,43,2,0,15,0,0,0,0,0,0
LK-3248040,208,123,34,7,0,1,41,2,0,0,0,0,0,0
LK-3248045,214,140,51,16,3,4,0,0,0,0,0,0,0,0
LK-3248050,236,107,24,12,68,5,6,0,3,0,0,0,0,11
LK-3248055,176,117,27,1,15,16,0,0,0,0,0,0,0,0
LK-3248060,216,115,69,17,0,0,0,8,6,0,0,0,0,1
LK-3248065,393,126,25,13,171,24,12,19,3,0,0,0,0,0
LK-3248070,162,46,9,0,63,34,9,0,0,0,0,0,0,1
LK-3248075,258,92,10,1,118,26,7,4,0,0,0,0,0,0
LK-3248080,415,93,86,11,124,64,35,0,2,0,0,0,0,0
LK-3248085,133,51,5,6,38,27,6,0,0,0,0,0,0,0
LK-3248090,258,21,10,0,162,60,5,0,0,0,0,0,0,0
LK-3248095,308,21,5,1,144,121,16,0,0,0,0,0,0,0
LK-3248100,208,19,1,0,148,28,7,0,0,0,0,0,0,5
LK-3248105,434,21,13,1,172,83,11,133,0,0,0,0,0,0
LK-3248110,267,6,4,0,154,95,7,0,0,0,0,1,0,0
LK-3248115,460,30,14,0,246,110,37,0,21,0,0,0,0,2
LK-3248120,331,10,0,1,197,105,14,0,0,0,0,0,0,4
LK-3248125,550,2,3,0,268,247,21,0,0,0,0,1,0,8
LK-3248130,303,1,0,0,189,99,9,0,0,0,0,0,0,5
LK-3248135,357,8,1,0,204,131,7,0,0,0,0,0,0,6
LK-3248140,442,10,2,0,246,170,13,0,0,0,0,0,0,1
LK-3248145,303,3,0,1,137,159,2,0,0,0,0,0,0,1
LK-3248150,292,4,0,0,133,145,8,0,1,0,0,0,0,1
LK-3248155,278,0,1,0,247,26,4,0,0,0,0,0,0,0
LK-3248160,136,2,0,0,132,2,0,0,0,0,0,0,0,0
LK-3248165,284,2,0,0,188,82,12,0,0,0,0,0,0,0
LK-3248170,471,9,2,0,262,188,9,0,0,0,0,0,1,0
LK-3248175,263,0,0,4,138,117,4,0,0,0,0,0,0,0
LK-3248180,477,30,22,4,162,219,30,0,10,0,0,0,0,0
LK-3248185,266,54,28,3,132,38,10,1,0,0,0,0,0,0
LK-3248190,241,13,1,1,184,37,4,0,0,0,0,0,0,1
LK-3248195,379,13,1,2,206,146,6,2,2,0,0,0,0,1
LK-3248200,254,30,2,5,174,35,7,0,0,0,0,0,0,1
LK-3248205,235,8,4,5,178,31,8,0,0,0,0,0,0,1
LK-3248210,259,53,4,2,89,102,9,0,0,0,0,0,0,0
LK-3248215,472,72,42,3,178,154,22,1,0,0,0,0,0,0
LK-3248220,334,4,0,0,164,160,6,0,0,0,0,0,0,0
LK-3248225,202,3,0,0,187,2,3,0,0,0,0,0,0,7
LK-3248230,150,0,0,0,87,61,2,0,0,0,0,0,0,0
LK-3248235,120,6,0,0,83,29,0,0,0,0,0,0,0,2
LK-3248240,312,7,0,0,147,143,6,1,0,0,0,0,0,8
LK-33,156476,18709,11881,3618,38450,42035,7728,24791,3666,501,3264,57,108,1668
LK-3303,11453,684,1127,551,1402,2971,662,3687,48,166,43,11,1,100
LK-3303005,175,6,6,1,24,82,20,13,16,7,0,0,0,0
LK-3303010,350,12,8,4,13,257,28,28,0,0,0,0,0,0
LK-3303015,401,30,67,19,1,2,9,173,4,61,26,8,0,1
LK-3303020,301,2,17,34,0,236,8,3,0,0,0,0,0,1
LK-3303025,324,4,1,21,0,85,0,146,0,67,0,0,0,0
LK-3303030,687,3,3,0,188,429,63,0,0,0,0,0,0,1
LK-3303035,710,43,96,91,169,225,57,0,2,25,2,0,0,0
LK-3303040,544,0,5,1,62,418,58,0,0,0,0,0,0,0
LK-3303045,691,75,23,36,2,116,15,403,7,0,0,0,0,14
LK-3303050,569,49,14,25,2,24,12,434,7,0,1,0,0,1
LK-3303055,543,73,48,63,4,14,2,336,3,0,0,0,0,0
LK-3303060,1031,3,1,3,682,318,8,4,0,0,1,0,1,10
LK-3303065,775,115,71,42,35,224,73,211,4,0,0,0,0,0
LK-3303070,579,32,17,3,99,341,35,49,0,0,0,0,0,3
LK-3303075,544,48,268,6,89,82,44,0,0,0,4,3,0,0
LK-3303080,741,3,28,28,0,1,104,564,0,0,0,0,0,13
LK-3303085,470,42,347,26,2,5,14,27,4,3,0,0,0,0
LK-3303090,447,80,25,24,1,10,1,297,1,0,0,0,0,8
LK-3303095,486,40,27,11,10,22,42,328,0,0,4,0,0,2
LK-3303100,281,10,1,9,17,39,8,193,0,0,1,0,0,3
LK-3303105,804,14,54,104,2,41,61,478,0,3,4,0,0,43
LK-3306,8436,148,272,40,1210,5110,855,485,10,3,34,2,5,262
LK-3306005,267,3,21,12,1,0,16,174,0,0,9,0,0,31
LK-3306010,76,1,69,0,0,0,0,0,0,0,5,1,0,0
LK-3306015,93,1,91,0,0,0,0,0,0,0,1,0,0,0
LK-3306020,380,0,0,0,48,194,117,2,0,0,10,0,0,9
LK-3306025,326,3,2,0,16,113,28,153,3,0,4,0,1,3
LK-3306030,196,1,0,0,6,20,5,148,0,0,0,0,1,15
LK-3306035,412,0,0,0,44,289,78,0,0,0,1,0,0,0
LK-3306040,248,3,0,0,37,173,34,0,0,0,0,1,0,0
LK-3306045,630,8,3,0,297,235,77,0,0,0,2,0,0,8
LK-3306050,288,22,5,0,88,151,20,0,0,0,0,0,0,2
LK-3306055,477,69,42,9,83,205,36,2,2,0,0,0,0,29
LK-3306060,267,9,6,4,48,163,11,1,0,0,0,0,0,25
LK-3306065,154,1,0,1,18,133,1,0,0,0,0,0,0,0
LK-3306070,79,0,0,0,6,67,4,0,0,0,0,0,0,2
LK-3306075,189,0,0,0,42,138,5,0,0,0,0,0,0,4
LK-3306080,225,0,0,0,37,173,10,0,0,0,1,0,0,4
LK-3306085,151,2,1,6,0,0,135,0,4,1,0,0,2,0
LK-3306090,280,0,0,0,6,252,22,0,0,0,0,0,0,0
LK-3306095,160,2,0,0,34,113,11,0,0,0,0,0,0,0
LK-3306100,201,2,0,0,23,162,11,0,1,0,1,0,0,1
LK-3306105,193,0,15,1,17,136,13,0,0,0,0,0,0,11
LK-3306110,324,1,3,2,8,279,31,0,0,0,0,0,0,0
LK-3306115,245,0,0,3,9,200,4,0,0,0,0,0,0,29
LK-3306120,385,0,0,0,60,280,12,1,0,0,0,0,0,32
LK-3306125,103,0,0,0,1,99,0,0,0,0,0,0,0,3
LK-3306130,133,0,0,1,5,115,12,0,0,0,0,0,0,0
LK-3306135,300,5,4,0,31,212,15,0,0,0,0,0,0,33
LK-3306140,312,2,4,0,83,134,83,4,0,2,0,0,0,0
LK-3306145,89,0,0,0,12,70,7,0,0,0,0,0,0,0
LK-3306150,196,4,3,0,18,165,5,0,0,0,0,0,1,0
LK-3306155,234,2,0,1,8,202,21,0,0,0,0,0,0,0
LK-3306160,247,1,2,0,15,215,12,0,0,0,0,0,0,2
LK-3306165,107,3,0,0,15,79,10,0,0,0,0,0,0,0
LK-3306170,233,3,1,0,32,185,2,0,0,0,0,0,0,10
LK-3306175,72,0,0,0,37,33,1,0,0,0,0,0,0,1
LK-3306180,164,0,0,0,25,125,6,0,0,0,0,0,0,8
LK-3309,17981,1396,320,88,3959,5773,1462,2879,1570,122,3,4,50,355
LK-3309005,574,1,1,0,99,371,93,0,0,1,0,0,0,8
LK-3309010,833,1,0,0,377,279,103,0,0,26,0,0,3,44
LK-3309015,558,3,0,0,90,380,82,1,0,0,0,0,0,2
LK-3309020,745,11,10,12,97,457,103,4,3,0,0,0,0,48
LK-3309025,671,19,19,21,118,385,84,0,0,0,0,0,1,24
LK-3309030,491,29,5,1,0,76,20,339,8,0,0,0,0,13
LK-3309035,509,64,7,3,108,135,125,54,13,0,0,0,0,0
LK-3309040,285,43,12,2,19,65,9,130,5,0,0,0,0,0
LK-3309045,467,2,1,0,200,167,76,1,1,5,0,0,0,14
LK-3309050,294,72,5,0,52,49,21,76,19,0,0,0,0,0
LK-3309055,401,22,0,1,163,162,23,0,11,13,0,0,1,5
LK-3309060,350,61,28,4,72,56,30,77,22,0,0,0,0,0
LK-3309065,364,12,6,1,1,13,19,308,0,0,0,0,0,4
LK-3309070,321,0,0,0,0,0,0,320,0,0,0,0,1,0
LK-3309075,350,55,4,1,128,95,6,0,56,0,0,0,5,0
LK-3309080,239,74,4,1,75,13,7,14,42,1,0,0,8,0
LK-3309085,442,28,19,3,136,157,32,2,49,1,0,0,1,14
LK-3309090,612,31,12,11,210,260,85,0,2,0,0,0,1,0
LK-3309095,221,35,0,0,9,2,7,12,148,0,0,0,5,3
LK-3309100,395,53,1,0,241,31,12,1,55,0,0,0,1,0
LK-3309105,273,58,5,0,44,120,11,1,32,0,0,0,2,0
LK-3309110,460,31,0,1,173,207,20,0,27,0,0,0,1,0
LK-3309115,529,23,1,1,212,195,53,0,31,0,0,0,2,11
LK-3309120,264,25,4,0,83,82,39,0,30,0,0,0,1,0
LK-3309125,293,1,0,0,137,133,14,2,0,0,0,1,0,5
LK-3309130,301,23,1,2,83,120,13,0,4,0,0,0,0,55
LK-3309135,563,3,9,0,172,305,65,6,0,0,0,0,0,3
LK-3309140,325,38,12,2,126,65,21,21,39,0,0,0,1,0
LK-3309145,357,50,6,0,33,117,11,3,117,1,0,0,3,16
LK-3309150,364,76,2,0,128,34,17,5,87,0,0,0,10,5
LK-3309155,513,103,11,1,73,51,5,0,264,0,0,0,1,4
LK-3309160,290,0,0,0,30,233,26,0,0,0,0,0,0,1
LK-3309165,577,21,13,1,127,335,38,8,1,17,0,0,0,16
LK-3309170,448,17,8,3,137,224,41,0,17,0,0,0,1,0
LK-3309175,301,40,23,0,13,8,21,1,147,48,0,0,0,0
LK-3309180,164,26,8,1,1,2,0,87,31,0,0,0,0,8
LK-3309185,354,94,17,3,1,1,1,0,230,0,1,0,0,6
LK-3309190,260,32,1,0,1,1,2,207,12,0,0,0,1,3
LK-3309195,283,9,1,0,0,0,0,265,0,0,1,0,0,7
LK-3309200,308,44,7,0,3,15,15,209,15,0,0,0,0,0
LK-3309205,383,5,5,4,11,21,8,319,0,0,0,1,0,9
LK-3309210,376,27,18,2,5,63,7,216,38,0,0,0,0,0
LK-3309215,259,28,8,0,3,1,15,189,14,0,1,0,0,0
LK-3309220,614,6,26,6,168,287,82,1,0,9,0,2,0,27
LK-3312,14718,258,324,154,5404,4406,806,2878,27,199,41,3,14,204
LK-3312005,383,4,20,72,0,6,1,238,0,1,0,0,1,40
LK-3312010,186,2,2,8,0,1,16,142,0,0,4,0,0,11
LK-3312015,465,1,0,0,0,0,2,457,0,0,1,0,0,4
LK-3312020,318,1,0,0,7,7,7,296,0,0,0,0,0,0
LK-3312025,249,0,0,0,14,7,1,226,0,0,0,0,1,0
LK-3312030,282,0,0,1,56,98,11,106,0,0,0,0,0,10
LK-3312035,274,6,0,0,33,163,15,54,0,0,0,0,2,1
LK-3312040,468,6,2,8,230,181,25,0,7,0,0,0,0,9
LK-3312045,275,3,98,4,4,51,42,10,1,61,1,0,0,0
LK-3312050,306,1,133,24,19,48,48,1,0,22,9,1,0,0
LK-3312055,637,5,3,3,25,77,41,417,0,45,0,0,0,21
LK-3312060,368,28,11,0,5,3,0,320,1,0,0,0,0,0
LK-3312065,293,6,1,0,0,0,0,270,2,0,0,0,0,14
LK-3312070,424,58,27,6,82,214,7,0,1,0,0,0,0,29
LK-3312075,432,6,3,0,112,6,22,278,0,4,0,0,1,0
LK-3312080,362,23,3,3,83,183,15,51,0,0,0,0,0,1
LK-3312085,291,53,4,1,155,64,10,1,3,0,0,0,0,0
LK-3312090,406,38,4,0,257,67,36,0,4,0,0,0,0,0
LK-3312095,487,0,0,0,184,260,43,0,0,0,0,0,0,0
LK-3312100,868,0,0,0,432,383,49,0,0,0,0,0,0,4
LK-3312105,612,0,0,0,229,327,56,0,0,0,0,0,0,0
LK-3312110,435,0,2,24,53,222,107,0,0,4,23,0,0,0
LK-3312115,513,0,0,0,229,241,33,0,0,1,0,1,0,8
LK-3312120,1789,0,1,0,1078,634,65,1,1,0,0,0,7,2
LK-3312125,233,1,0,0,132,42,3,0,1,53,0,0,0,1
LK-3312130,1704,2,0,0,1296,337,55,8,0,0,0,1,2,3
LK-3312135,755,0,0,0,368,348,37,0,0,0,2,0,0,0
LK-3312140,432,0,0,0,180,187,21,0,0,0,0,0,0,44
LK-3312145,144,0,3,0,43,85,2,1,0,8,0,0,0,2
LK-3312150,327,14,7,0,98,164,36,1,6,0,1,0,0,0
LK-3315,18804,1384,1247,194,6084,5662,1244,2242,561,6,20,2,2,156
LK-3315005,247,35,11,16,4,7,3,169,1,0,0,0,0,1
LK-3315010,521,107,82,15,40,60,23,190,2,0,0,0,2,0
LK-3315015,422,67,97,2,46,52,6,116,36,0,0,0,0,0
LK-3315020,433,12,132,1,1,18,29,226,6,0,7,0,0,1
LK-3315025,371,82,53,4,37,126,22,1,45,1,0,0,0,0
LK-3315030,424,57,110,24,2,3,8,161,58,0,0,0,0,1
LK-3315035,301,80,139,6,16,3,0,4,52,0,0,0,0,1
LK-3315040,359,36,14,2,68,35,17,172,15,0,0,0,0,0
LK-3315045,532,60,284,38,3,8,57,57,20,0,1,0,0,4
LK-3315050,374,22,5,5,128,199,10,0,1,0,3,0,0,1
LK-3315055,384,29,8,3,134,172,30,0,6,0,2,0,0,0
LK-3315060,282,25,5,0,83,151,17,0,0,0,0,0,0,1
LK-3315065,199,81,7,4,16,47,3,4,31,0,0,0,0,6
LK-3315070,280,43,6,2,86,129,9,1,4,0,0,0,0,0
LK-3315075,393,10,6,1,32,61,6,259,2,0,1,0,0,15
LK-3315080,271,15,3,0,6,2,0,214,2,0,0,0,0,29
LK-3315085,352,6,5,0,105,169,57,0,10,0,0,0,0,0
LK-3315090,349,57,33,4,152,36,29,2,35,0,0,0,0,1
LK-3315095,454,22,17,5,189,153,60,0,8,0,0,0,0,0
LK-3315100,260,14,2,3,5,0,12,224,0,0,0,0,0,0
LK-3315105,378,43,18,6,43,139,71,46,9,0,0,0,0,3
LK-3315110,376,19,2,0,249,88,15,0,1,0,0,0,0,2
LK-3315115,371,38,11,10,165,121,23,0,2,0,0,0,0,1
LK-3315120,462,43,4,12,109,153,53,86,1,0,0,0,0,1
LK-3315125,192,12,8,1,0,63,31,70,6,0,1,0,0,0
LK-3315130,152,11,24,0,28,51,32,0,6,0,0,0,0,0
LK-3315135,272,5,6,0,34,154,48,0,25,0,0,0,0,0
LK-3315140,235,41,46,2,63,63,19,0,1,0,0,0,0,0
LK-3315145,242,24,6,0,14,12,3,158,24,0,0,0,0,1
LK-3315150,273,24,2,0,66,120,9,17,27,0,0,0,0,8
LK-3315155,402,40,3,0,248,59,24,0,25,0,0,0,0,3
LK-3315160,241,73,14,0,81,21,6,1,45,0,0,0,0,0
LK-3315165,302,18,6,0,159,78,24,0,17,0,0,0,0,0
LK-3315170,358,13,7,3,93,175,63,0,4,0,0,0,0,0
LK-3315175,788,4,2,3,203,513,45,0,0,0,0,0,0,18
LK-3315180,255,15,21,0,46,137,30,0,1,4,1,0,0,0
LK-3315185,232,3,3,1,63,79,23,58,2,0,0,0,0,0
LK-3315190,293,15,1,7,183,70,14,0,3,0,0,0,0,0
LK-3315195,542,14,16,3,222,223,57,0,4,0,2,1,0,0
LK-3315200,340,30,10,4,159,85,29,0,15,0,0,0,0,8
LK-3315205,467,1,0,0,297,126,31,2,0,1,0,0,0,9
LK-3315210,185,0,0,0,182,0,0,0,0,0,1,1,0,1
LK-3315215,226,1,0,0,77,131,8,0,0,0,0,0,0,9
LK-3315220,177,0,0,0,68,93,3,0,0,0,0,0,0,13
LK-3315225,316,3,9,0,110,173,21,0,0,0,0,0,0,0
LK-3315230,378,1,0,0,168,191,15,0,0,0,0,0,0,3
LK-3315235,355,0,0,0,166,163,25,1,0,0,0,0,0,0
LK-3315240,442,10,8,0,243,152,26,0,2,0,0,0,0,1
LK-3315245,182,13,0,0,108,47,14,0,0,0,0,0,0,0
LK-3315250,292,1,0,0,198,88,4,0,0,0,0,0,0,1
LK-3315255,337,7,0,2,135,152,37,0,3,0,0,0,0,1
LK-3315260,394,2,0,5,296,63,24,0,3,0,1,0,0,0
LK-3315265,303,0,1,0,42,248,1,0,0,0,0,0,0,11
LK-3315270,460,0,0,0,350,104,2,3,0,0,0,0,0,1
LK-3315275,376,0,0,0,263,96,16,0,1,0,0,0,0,0
LK-3318,12826,1913,1166,274,2603,4054,492,2086,175,2,5,1,0,55
LK-3318005,166,5,5,5,19,123,9,0,0,0,0,0,0,0
LK-3318010,211,7,5,4,122,61,12,0,0,0,0,0,0,0
LK-3318015,213,5,12,4,71,106,2,0,0,0,0,0,0,13
LK-3318020,142,23,24,0,1,0,1,93,0,0,0,0,0,0
LK-3318025,358,4,1,1,185,150,15,1,0,0,0,1,0,0
LK-3318030,163,3,1,3,36,111,6,0,1,0,0,0,0,2
LK-3318035,244,6,0,1,18,116,33,66,1,0,0,0,0,3
LK-3318040,295,4,7,9,32,165,10,66,2,0,0,0,0,0
LK-3318045,295,5,1,2,113,167,2,3,2,0,0,0,0,0
LK-3318050,223,0,2,0,10,202,3,0,0,0,0,0,0,6
LK-3318055,187,19,5,2,0,1,5,152,2,0,0,0,0,1
LK-3318060,167,74,37,0,3,1,7,13,32,0,0,0,0,0
LK-3318065,325,66,7,5,3,1,3,238,1,0,1,0,0,0
LK-3318070,175,0,2,0,0,1,6,161,0,0,0,0,0,5
LK-3318075,419,50,15,9,29,311,4,0,1,0,0,0,0,0
LK-3318080,184,83,49,9,25,15,2,0,1,0,0,0,0,0
LK-3318085,297,64,190,8,11,18,3,1,2,0,0,0,0,0
LK-3318090,116,21,8,3,0,0,1,83,0,0,0,0,0,0
LK-3318095,155,60,35,0,0,0,0,60,0,0,0,0,0,0
LK-3318100,152,89,28,29,0,2,0,2,2,0,0,0,0,0
LK-3318105,417,144,24,53,2,0,1,188,5,0,0,0,0,0
LK-3318110,218,124,32,13,26,6,7,7,3,0,0,0,0,0
LK-3318115,216,61,5,8,0,0,0,140,2,0,0,0,0,0
LK-3318120,364,65,141,36,6,4,8,65,38,1,0,0,0,0
LK-3318125,145,38,104,3,0,0,0,0,0,0,0,0,0,0
LK-3318130,247,18,4,5,73,128,16,3,0,0,0,0,0,0
LK-3318135,186,5,2,0,154,14,8,3,0,0,0,0,0,0
LK-3318140,170,7,0,0,2,13,1,144,1,0,0,0,0,2
LK-3318145,205,34,9,1,5,1,6,148,1,0,0,0,0,0
LK-3318150,229,10,43,0,1,0,0,175,0,0,0,0,0,0
LK-3318155,250,0,0,1,47,175,19,0,3,0,4,0,0,1
LK-3318160,324,0,1,0,59,238,26,0,0,0,0,0,0,0
LK-3318165,106,4,4,0,24,68,6,0,0,0,0,0,0,0
LK-3318170,344,6,3,2,135,116,12,69,0,0,0,0,0,1
LK-3318175,163,2,4,0,132,22,3,0,0,0,0,0,0,0
LK-3318180,228,39,23,2,62,78,4,18,2,0,0,0,0,0
LK-3318185,207,46,26,3,36,84,1,10,1,0,0,0,0,0
LK-3318190,279,133,70,8,47,1,1,3,16,0,0,0,0,0
LK-3318195,620,161,41,5,23,291,27,42,28,0,0,0,0,2
LK-3318200,399,84,30,9,121,120,31,1,3,0,0,0,0,0
LK-3318205,261,70,21,4,97,46,22,0,1,0,0,0,0,0
LK-3318210,177,43,18,0,0,0,0,99,1,0,0,0,0,16
LK-3318215,333,6,5,0,131,164,26,1,0,0,0,0,0,0
LK-3318220,335,36,1,0,262,20,9,7,0,0,0,0,0,0
LK-3318225,644,58,29,8,222,258,66,0,2,1,0,0,0,0
LK-3318230,225,33,27,7,40,88,11,0,19,0,0,0,0,0
LK-3318235,99,37,19,4,5,7,3,24,0,0,0,0,0,0
LK-3318240,179,3,4,3,35,123,8,0,0,0,0,0,0,3
LK-3318245,164,3,4,0,51,99,7,0,0,0,0,0,0,0
LK-3318250,312,28,10,2,106,149,17,0,0,0,0,0,0,0
LK-3318255,293,27,28,3,21,190,22,0,2,0,0,0,0,0
LK-3321,10972,2139,1381,160,1405,2013,283,3245,168,0,19,2,0,157
LK-3321005,235,0,0,0,78,141,16,0,0,0,0,0,0,0
LK-3321010,86,2,2,0,2,73,5,0,2,0,0,0,0,0
LK-3321015,173,0,4,0,49,103,17,0,0,0,0,0,0,0
LK-3321020,160,1,0,0,53,96,9,0,0,0,0,0,0,1
LK-3321025,168,8,0,0,3,0,0,156,0,0,0,0,0,1
LK-3321030,158,2,8,1,0,1,5,127,5,0,2,0,0,7
LK-3321035,173,12,10,5,0,0,3,133,10,0,0,0,0,0
LK-3321040,191,30,32,6,43,48,16,0,5,0,9,0,0,2
LK-3321045,183,40,53,9,5,11,5,60,0,0,0,0,0,0
LK-3321050,150,2,6,0,0,9,12,118,0,0,0,0,0,3
LK-3321055,134,2,24,0,13,50,1,44,0,0,0,0,0,0
LK-3321060,198,25,19,14,0,1,3,133,2,0,0,0,0,1
LK-3321065,205,5,1,1,0,2,4,189,0,0,1,0,0,2
LK-3321070,277,0,4,0,45,85,13,124,1,0,0,1,0,4
LK-3321075,128,0,0,0,33,91,4,0,0,0,0,0,0,0
LK-3321080,138,18,20,0,0,1,5,86,8,0,0,0,0,0
LK-3321085,111,13,6,2,0,0,0,86,0,0,0,0,0,4
LK-3321090,316,108,53,4,0,0,0,145,5,0,0,0,0,1
LK-3321095,144,13,0,5,0,3,8,103,1,0,2,0,0,9
LK-3321100,84,4,2,3,0,66,3,0,1,0,1,0,0,4
LK-3321105,162,11,6,1,23,110,7,0,2,0,0,0,0,2
LK-3321110,104,6,0,0,0,0,0,98,0,0,0,0,0,0
LK-3321115,168,3,5,0,0,0,4,156,0,0,0,0,0,0
LK-3321120,165,7,4,16,0,0,0,131,0,0,0,0,0,7
LK-3321125,191,2,6,3,1,0,0,178,1,0,0,0,0,0
LK-3321130,119,13,55,9,7,27,6,1,1,0,0,0,0,0
